object_id,publisher,journal,issn
item_3516605,AAAS,Science Advances,2375-2548
item_3529691,Munksgaard International Publishers,Oikos,0030-1299 (print)
item_3537283,Wiley-VCH ,"Angewandte Chemie, International Edition in English",0570-0833
item_3498087,Elsevier ,iScience,2589-0042
item_3500763,American Chemical Society,ACS Applied Materials and Interfaces,1944-8244
item_3530256,Public Library of Science,PLOS Computational Biology,1553-7358
item_3553455,Royal Society of Chemistry,Faraday Discussions,1359-6640
item_3552853,Wiley-Blackwell,Global Ecology and Biogeography,1466-822X
item_3484347,Cell Press,Biophysical Journal,0006-3495
item_3529208,AAAS,Science Advances,2375-2548
item_3517270,AAAS,Science Advances,2375-2548
item_3528271,Nature Publishing Group,Scientific Reports,2045-2322
item_3527903,Nature Publishing Group,Scientific Reports,2045-2322
item_3530507,Nature Publishing Group,Nature Communications,2041-1723
item_3542467,American Chemical Society,ACS Applied Energy Materials,02574-0962
item_3526225,Nature Publishing Group,Nature Communications,2041-1723
item_3558845,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3520843,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3556069,Nature Publishing Group,Scientific Data,2052-4463
item_3424029,Nature Publishing Group,Nature Chemistry,1755-4330
item_3514672,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3525751,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3550248,Elsevier,Virus Research,0168-1702
item_3515151,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3513152,Elsevier,One Earth,2590-3322
item_3380012,Nature Publishing Group,Scientific Reports,2045-2322
item_3513352,Frontiers Media SA,FRONTIERS IN PSYCHIATRY,1664-0640
item_3564842,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076
item_3559489,American Physical Society,Physical Review Letters,0031-9007
item_3557656,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3552891,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3553163,Nature Publishing Group,Communications Earth & Environment,2662-4435
item_3388826,Cell Press,Neuron,0896-6273
item_3510574,Company of Biologists,Development,0950-1991
item_3500484,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3496757,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3541980,EDP Sciences,European Physical Journal C,1434-6044
item_3514723,Elsevier Ltd.,Materialia,2589-1529
item_3551153,American Physical Society,Physical Review X,
item_3515568,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3522615,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3549167,Springer International Publishing AG,Current Osteoporosis Reports,1544-1873
item_3512405,American Physical Society,Physical Review E,1539-3755
item_3526216,American Chemical Society,ACS Central Science,
item_3525048,American Chemical Society,ACS Central Science,
item_3483438,N.J. Calkin and H.S. Wilf,The Electronic Journal of Combinatorics,1077-8926
item_3488641,Oxford University Press,Brain Communications,2632-1297
item_3496995,Pergamon,Neuropsychologia,0028-3932
item_3514319,MDPI AG,Life,2075-1729
item_3547982,Wiley-VCH Verlag GmbH,Advanced Functional Materials,1616-301X
item_3560314,American Physical Society (APS),Physical Review Research,2643-1564
item_3572279,Munksgaard International Publishers,Physiologia Plantarum,0031-9317
item_3511397,American Chemical Society,Journal of Chemical Information and Modeling,1549-9596
item_3528633,Frontiers Media,Frontiers in Plant Science,1664-462X
item_3502683,Oxford University Press,Cerebral Cortex,1047-3211
item_3506146,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3502778,Wiley-VCH,Advanced Optical Materials,2195-1071
item_3499180,American Physical Society,Physical Review Applied,2331-7019
item_3501566,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3515600,Science Press,Science China Chemistry,1674-7291
item_3513638,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3516079,Georg Thieme Verlag,Synlett,0936-5214
item_3556566,Wiley-VCH,Small,1613-6810
item_3510677,Brill,Old world : journal of ancient Africa and Eurasia ,2667-0755
item_3505199,Nature Publishing Group,Nature,0028-0836
item_3524192,Nature Publishing Group,Nature Ecology & Evolution,2397-334X
item_3523911,Nature Publishing Group,Nature Ecology & Evolution,2397-334X
item_3555888,Wiley-Blackwell,Molecular Ecology,0962-1083
item_3556790,Wiley; New Phytologist Foundation,New Phytologist,0028-646X
item_3556128,Wiley; New Phytologist Foundation,New Phytologist,0028-646X
item_3486295,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424
item_3524602,Public Library of Science,PLoS Biology,1544-9173
item_3496727,Blackwell Publ. Asia Pty ,Journal of Integrative Plant Biology,1672-9072
item_3511888,Springer-Verlag,Human Genetics ,0340-6717
item_3530546,Nature Publishing Group,Nature,0028-0836
item_3528830,"Nature America, Inc.",Nature Genetics,1061-4036
item_3488248,American Society for Microbiology,Microbiology Resource Announcements,2576-098X
item_3497654,MDPI,Biology,
item_3574943,American Physical Society,Physical Review E,1539-3755
item_3489739,GISI — UniTO,Journal of Interdisciplinary History of Ideas,2280-8574
item_3514510,BMJ Publishing Group,Journal for ImmunoTherapy of Cancer,2051-1426
item_3514207,"Routledge, Taylor and Francis Group ",Lithic technology,0197-7261
item_3511614,"Routledge, Taylor and Francis Group ",Lithic technology,0197-7261
item_3514211,"Routledge, Taylor and Francis Group ",Lithic Technology,0197-7261
item_3555880,Oxford University Press,Botanical Journal of the Linnean Society,1095-8339
item_3565166,Association scientifique pour la géologie et ses applications with the assistance of the Centre national de la recherche scientifique,Geostandards and Geoanalytical Research,1639-4488
item_3522819,Wiley-VCH Verlag,Advanced Intelligent Systems ,2640-4567
item_3504938,No longer published by Elsevier,"Magnetic Resonance Materials in Physics, Biology and Medicine",0968-5243
item_3507085,No longer published by Elsevier,"Magnetic Resonance Materials in Physics, Biology and Medicine",0968-5243
item_3484821,BMJ Publishing Group,Gut,0017-5749
item_3502996,P. Parey,Plant Breeding,0179-9541
item_3512411,MDPI,Journal of Nuclear Engineering,2673-4362
item_3571492,American Physical Society,Physical Review Letters,0031-9007
item_3556896,Academic Press,NeuroImage,1053-8119
item_3516123,American Chemical Society,ACS Nano,1936-0851
item_3595379,C.H. Beck,Zeitschrift für ausländisches öffentliches Recht und Völkerrecht,0044-2348
item_3527959,Molecular Diversity Preservation International,Entropy,1099-4300
item_3518180,"John Wiley & Sons, Ltd",New Phytologist,
item_3497605,Springer Nature,Communications Biology,2399-3642
item_3574396,Springer Nature,Communications Chemistry,2399-3669
item_3564585,Higher Education Press,Protein & Cell,1674-800X
item_3501400,Landes Bioscience,Communicative & Integrative Biology,1942-0889
item_3527167,Springer (Biomed Central Ltd.),Cell Communication and Signaling,1478-811X
item_3524894,Wiley-VCH,Advanced Materials,0935-9648
item_3522023,Wiley-VCH,Advanced Materials,0935-9648
item_3589633,ACS,ACS Catalysis,2155-5435
item_3532123,Elsevier,Materials Chemistry and Physics,0254-0584
item_3564110,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076
item_3556005,Institute of Physics Pub.,Physical Biology,1478-3967
item_3547379,American Physical Society,Physical Review A,1050-2947
item_3523432,IOP Publishing,Environmental Research Communications,2515-7620
item_3560675,American Chemical Society,Inorganic Chemistry,0020-1669
item_3477976,American Physical Society,Physical Review Letters,0031-9007
item_3559070,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3520764,American Physical Society,Physical Review Letters,0031-9007
item_3504707,Pergamon,Neuroscience and Biobehavioral Reviews ,0149-7634
item_3581920,North-Holland,Journal of Development Economics,0304-3878
item_3508731,American Association for Cancer Research,CLINICAL CANCER RESEARCH,1078-0432
item_3530539,The University of Chicago Press,Environmental History,1084-5453
item_3516418,Walter de Gruyter GmbH,HoST — Journal of History of Science and Technology,1646-7752
item_3485394,Copernicus GmbH on behalf of the European Geosciences Union,Biogeosciences,1726-4170
item_3505719,American Chemical Society,Macromolecules,0024-9297
item_3557863,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3510472,Wiley (Blackwell Publishing),Visual Anthropology Review,1548-7458
item_3532135,MDPI AG,Forests,1999-4907
item_3549412,Oxford University Press,Tree Physiology,0829-318X
item_3558993,ACS,ACS Catalysis,2155-5435
item_3549592,Springer,Archaeological and Anthropological Sciences,1866-9557
item_3492063,American Chemical Society,ACS Macro Letters,2161-1653
item_3424058,Public Library of Science,PLoS Biology,1544-9173
item_3563268,Frontiers Media,Frontiers in Global Women's Health,2673-5059
item_3500785,American Chemical Society,The Journal of Physical Chemistry C,1932-7447
item_3462666,Nature Publishing Group,Nature Communications,2041-1723
item_3519722,Cambridge University Press,Journal of Plasma Physics,0022-3778
item_3558809,American Chemical Society,ACS Nano,1936-0851
item_3547696,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3514058,Royal Society of Chemistry,RSC Advances,2046-2069
item_3505638,Wiley,Advanced Sustainable Systems,2366-7486
item_3512470,American Chemical Society,ACS Applied Nano Materials,2574-0970
item_3556593,Elsevier,Land Use Policy,02648377
item_3520515,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3510666,American Chemical Society,The Journal of Physical Chemistry A,1089-5639
item_3560412,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3520805,American Physical Society,Physical Review Letters,0031-9007
item_3478642,American Physical Society,Physical Review Letters,0031-9007
item_3492955,Nature Publishing Group,Communications Physics,2399-3650
item_3603571,The Royal Society,Biology Letters,1744-957X
item_3507949,American Society of Hematology,Blood,0006-4971
item_3525419,World Scientific,Modern Physics Letters A,0217-7323
item_3593809,The Physical Society of Japan,JPS conference proceedings,
item_3489163,Nature Publishing Group,Scientific Reports,2045-2322
item_3494639,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3549975,Nature Publishing Group,Nature Communications,2041-1723
item_3518358,Nature Publishing Group,Nature Communications,2041-1723
item_3511931,Elsevier,Cell Reports,22111247
item_3547593,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3506933,Nature Publishing Group,Nature Communications,2041-1723
item_3560176,Oxford University Press,Bioinformatics,1367-4803
item_3556372,Georg Thieme Verlag,Synlett,0936-5214
item_3499123,Wiley-Liss,Human Brain Mapping,1065-9471
item_3521851,Frontiers Media SA,Frontiers in Climate,
item_3551437,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3521617,American Physical Society,Physical Review Letters,0031-9007
item_3500823,Royal Society,Interface : Journal of the Royal Society,1742-5689
item_3498136,Wiley-VCH,Macromolecular Bioscience,1616-5187
item_3527166,Wiley (Blackwell Publishing),Journal of Cellular and Molecular Medicine,1582-1838
item_3506552,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3529979,Public Library of Science,PLoS One,1932-6203
item_3549337,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3553502,Frontiers Research Foundation,Frontiers in Molecular Neuroscience,1662-5099
item_3548489,Society of Neuroscience,The Journal of Neuroscience ,0270-6474
item_3522825,Nature Publishing Group,Communications Earth & Environment,2662-4435
item_3520916,Nature Publishing Group,Communications Earth and Environment,26624435
item_3488761,American Chemical Society,ACS Omega,2470-1343
item_3531376,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3526985,MDPI,Climate,2225-1154
item_3507081,Cell Press,Molecular Therapy: Methods & Clinical Development ,
item_3549111,Academic Press,Current Biology,0070-2153
item_3526192,Nature Pub. Group,Nature Reviews Molecular Cell Biology,1471-0072
item_3514776,BMJ Publishing Group,RMD Open,2056-5933
item_3520472,eLife Sciences Publications,eLife,2050-084X
item_3523960,AGU and the Geochemical Society,"Geochemistry, Geophysics, Geosystems",1525-2027
item_3547218,American Physical Society,Physical Review A,1050-2947
item_3506984,American Chemical Society,The Journal of Organic Chemistry,0022-3263
item_3551895,IOP Publishing,Journal of Instrumentation,1748-0221
item_3559001,Frontiers Media,Frontiers in Microbiology,1664-302X
item_3485945,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3550806,Nature Publishing Group,Horticulture Research,2052-7276
item_3501299,Royal Meteorological Society.,Quarterly Journal of the Royal Meteorological Society,0035-9009
item_3529751,Oxford University Press,Cerebral Cortex,1047-3211
item_3561646,Wiley (Blackwell Publishing),Journal of Neurochemistry,0022-3042
item_3552906,American Geophysical Union,Journal of Geophysical Research: Biogeosciences,2169-8961
item_3515257,Elsevier ,iScience,2589-0042
item_3502001,Public Library of Science,PLoS Genetics,1553-7390
item_3557675,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3549643,Wiley-VCH,Chemistry – A European Journal,0947-6539
item_3505745,American Physical Society,Physical Review A,1050-2947
item_3549377,EDP Sciences,European Physical Journal C - Particles and Fields,1434-6044
item_3524004,Royal Society of Chemistry ,Environmental science: Atmospheres ,
item_3506394,American Chemical Society,The Journal of Physical Chemistry A,1089-5639
item_3591542,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3575516,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3537115,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3513224,Frontiers Media ,Frontiers in allergy,2673-6101
item_3523542,American Chemical Society,JACS Au,2691-3704
item_3517575,Public Library of Science,PLoS One,1932-6203
item_3514338,Wiley-VCH,Chemistry – A European Journal,0947-6539
item_3557243,American Society of Plant Physiologists,The Plant Cell,1532-298X
item_3528252,Royal Society of Chemistry,Natural Product Reports,0265-0568
item_3505101,Wiley-VCH,Chemistry – A European Journal,0947-6539
item_3549227,Nature Publishing Group,Nature Reviews Materials,2058-8437
item_3558864,Nature Publishing Group,Nature Chemistry,1755-4330
item_3560010,Nature Publishing Group,Nature Chemistry,1755-4330
item_3519808,Nature Pub. Group,Translational Psychiatry,2158-3188
item_3570422,Ubiquity Press,Journal for the history of knowledge,
item_3518789,Wiley-Blackwell,The Journal of Child Psychology and Psychiatry,1469-7610
item_3494630,American Chemical Society,ACS Organic & Inorganic Au,2694-247X
item_3521697,Wiley (Blackwell Publishing),Child Development,0009-3920
item_3558640,Springer,European Physical Journal E,1292-8941
item_3495285,Springer - Psychonomic Society,Learning & Behavior,1543-4494
item_3502569,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,0962-8452
item_3551002,Public Library of Science,PLoS Biology,
item_3548705,Elsevier ,iScience,2589-0042
item_3517719,,Aus Politik und Zeitgeschichte,0479-611X
item_3507700,Nature Publishing Group,Nature Nanotechnology,1748-3387
item_3517803,American Psychological Association (PsycARTICLES),Developmental Psychology,0012-1649
item_3551591,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3563547,Elsevier,PROGRESS IN OCEANOGRAPHY,0079-6611
item_3516360,Wiley-VCH Verlag GmbH,Advanced Functional Materials,1616-301X
item_3532258,Wiley-VCH,Advanced Materials,0935-9648
item_3507878,Published on behalf of the European Neuroscience Association by Oxford University Press,European Journal of Neuroscience,0953-816X
item_3602205,Cogitatio Press,Politics and governance,2183-2463
item_3524674,Wiley-VCH,ChemBioChem: A European Journal of Chemical Biology,1439-4227
item_3488444,Nature Publishing Group,Nature Plants,2055-0278
item_3614593,Oxford University Press,DNA Research,1340-2838
item_3557971,Elsevier,iScience,25890042
item_3509997,Nature Publishing Group,Scientific Reports,2045-2322
item_3558778,John Wiley and Sons Inc,Child Development,
item_3557766,Elsevier,CELL REPORTS,2211-1247
item_3514517,American Society of Hematology,Blood Advances,2473-9529
item_3558359,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3517818,Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,Chinese Medicine and Culture,2589-9627
item_3598394,Cambridge University Press,"Modern Asian Studies
",1469-8099
item_3514143,Springer,Methods in Molecular Biology,1064-3745
item_3569290,Wiley-VCH,Annalen der Physik,0003-3804
item_3521014,APS,PRX Quantum,
item_3556185,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3501821,Springer,History and Philosophy of the Life Sciences,0391-9714
item_3531469,MIT Press Journals,Journal of Cognitive Neuroscience ,0898-929X
item_3504416,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3530918,The Royal Society,Philosophical Transactions of the Royal Society B: Biological Sciences,0962-8436
item_3504384,Frontiers Media,Frontiers in Ecology and Evolution,2296-701X
item_3547626,American Geophysical Union,Reviews of Geophysics,1944-9208
item_3511974,Royal Society,Philosophical Transactions of the Royal Society of London A,1364-503X
item_3491052,Nature Publishing Group,Nature Communications,2041-1723
item_3557959,World Meteorological Organization.,WMO Bulletin,0042-9767
item_3505665,Hippokrates Verlag,Neuropediatrics,0174-304X
item_3588737,Routledge,Urban Geography,0272-3638
item_3369384,American Physical Society,Physical Review A,1050-2947
item_3586855,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3569941,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3552387,John Wiley and Sons Inc,Journal of Advances in Modeling Earth Systems,19422466
item_3527994,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3537148,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3501106,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3513765,Wiley (Blackwell Publishing),LIMNOLOGY AND OCEANOGRAPHY,0024-3590
item_3488686,Blackwell Science,The Plant Journal,0960-7412
item_3572352,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3514134,Nature Publishing Group,Nature Communications,2041-1723
item_3506177,Wiley-VCH,ChemSusChem,1864-5631
item_3501723,"IOP Publishing, Thomas Sharp", Journal of Physics: Energy,2515-7655
item_3616960,American Chemical Society,Organic Letters,1523-7060
item_3512723,Elsevier B.V.,Computer Physics Communications,0010-4655
item_3511471,Elsevier B.V.,Computer Physics Communications,0010-4655
item_3570424,Univ. of Calif. Press,Historical Studies in the Natural Sciences ,
item_3568858,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3572629,John Benjamins Publishing Company,Linguistic Approaches to Bilingualism,1879-9264
item_3558121,Royal Society,"Philosophical Transactions of the Royal Society of London, Series B: Biological Sciences",0962-8436
item_3559512,AAAS,Science Advances,2375-2548
item_3518243,American Chemical Society,Journal of Physical Chemistry B,1520-6106
item_3507859,Academic Press,NeuroImage,1053-8119
item_3524839,MDPI,Chemistry,2624-8549
item_3515247,Springer-Verlag,Trees,0931-1890
item_3564223,Taylor & Francis,Molecular Physics,0026-8976
item_3481483,American Geophysical Union / Wiley,Geophysical Research Letters,0094-8276
item_3524835,Nature Publishing Group,Nature,0028-0836
item_3547723,Royal Society of Chemistry,Faraday Discussions,1359-6640
item_3389724,SciPost Foundation,SciPost Physics,2542-4653
item_3531330,Wiley-VCH,Chemistry – A European Journal,0947-6539
item_3615960,EDP Sciences,ASTRONOMY & ASTROPHYSICS,0004-6361
item_3530644,American Physical Society (APS),Physical Review Research,2643-1564
item_3547513,American Physical Society,Reviews of Modern Physics,0034-6861
item_3547511,Frontiers Research Foundation,Frontiers in Psychology,1664-1078
item_3525439,American Physical Society,Physical Review A,1050-2947
item_3555903,Oxford University Press [etc.],Journal of Experimental Botany,0022-0957
item_3480754,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3374216,Nature Publishing Group,Nature Communications,2041-1723
item_3574196,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3522141,BioMed Central,Molecular Cancer,1476-4598
item_3521256,American Physical Society (APS),Physical Review Research,2643-1564
item_3523652,American Chemical Society,The Journal of Physical Chemistry B,1520-6106
item_3514797,Nature Publishing Group,Scientific Reports,2045-2322
item_3494805,AIP Publishing,Review of Scientific Instruments,0034-6748
item_3524848,Public Library of Science,PLoS Computational Biology,1553-734X
item_3531522,Elsevier B.V.,Physics Letters B,0370-2693
item_3519456,Springer Nature,Nature Metabolism,2522-5812
item_3536933,American Physical Society,Physical Review Fluids,2469-990X
item_3595398,C.H. Beck,Zeitschrift für ausländisches öffentliches Recht und Völkerrecht,0044-2348
item_3592672,Wiley-Blackwell; American Geophysical Union (AGU),Earth's Future,2328-4277
item_3485957,American Society of Human Genetics ,HGG Advances : Human Genetics and Genomics Advances,
item_3530116,Nature Publishing Group,Nature Methods,1548-7091
item_3493627,AAAS,Science Advances,2375-2548
item_3523858,AAAS,Science Advances,2375-2548
item_3525007,"ACS, GDCh, Royal Society of Chemistry",ChemRxiv : the Preprint Server for Chemistry,
item_3502807,Nature Publishing Group,Nature Communications,2041-1723
item_3593018,Nature,npj Systems biology and applications,2056-7189
item_3513844,Public Library of Science,PLoS One,1932-6203
item_3515579,BioMed Central,BMC Genomics,1471-2164
item_3517901,Wiley (John Wiley & Sons),American Journal of Biological Anthropology,2692-7691
item_3517368,Nature Publishing Group,Nature Plants,2055-0278
item_3509448,The Royal Society,Biology Letters,1744-9561
item_3513780,The Royal Society,BIOLOGY LETTERS,1744-9561
item_3524593,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3549656,Springer Nature,Scientific Reports,2045-2322
item_3557422,Elsevier,Agricultural and Forest Meteorology,0168-1923
item_3513769,Springer (Biomed Central Ltd.),MICROBIOME,2049-2618
item_3496308,A.R. Liss,Journal of Cellular Biochemistry,0730-2312
item_3507359,ACS,ACS Catalysis,2155-5435
item_3575798,American Association for Cancer Research,CANCER DISCOVERY,2159-8274
item_3489480,Frontiers Media SA,Frontiers in Ecology and Evolution,2296-701X
item_3496252,Springer,Clinical Neuroradiology,1869-1439
item_3492249,Elsevier,Spectrochimica Acta Part B: Atomic Spectroscopy,0584-8547
item_3556200,National Medical Research Center for Therapy and Preventive Medicine,Cardiovascular Therapy and Prevention,2619-0125
item_3523969,Elsevier,Building and environment : the international journal of building science and its applications ,0360-1323
item_3595435,C.H. Beck,Zeitschrift für ausländisches öffentliches Recht und Völkerrecht,0044-2348
item_3510561,American Physical Society,Physical Review B,1098-0121
item_3562384,Optical Society of America,Optics Express,1094-4087
item_3375239,American Physical Society (APS),Physical Review Research,2643-1564
item_3551784,European Geosciences Union,Atmospheric Chemistry and Physics,1680-7316
item_3531108,Nature Publishing Group,npj Quantum Materials,2397-4648
item_3502064,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3562223,Springer Nature,Plant Molecular Biology,0022-2836
item_3556344,Cambridge University Press,Journal of Plasma Physics,0022-3778
item_3501749,Wiley-VCH,Advanced Materials,0935-9648
item_3495970,Nature Publishing Group,Nature Communications,2041-1723
item_3513676,American Physical Society,Physical Review E,1539-3755
item_3574527,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3510019,American Geophysical Union,Journal of Geophysical Research: Atmospheres,0148-0227
item_3493932,Elsevier B.V.,Nuclear Materials and Energy,
item_3513134,ACM,Proceedings of the ACM on Programming Languages,2475-1421
item_3584870,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3606596,,History and Technology,
item_3556563,BioMed Central,Microbial Cell Factories,1475-2859
item_3528289,NLM (Medline),Proceedings of the National Academy of Sciences of the United States of America,10916490
item_3569430,Institute of Electrical and Electronics Engineers,Journal of Social Computing,2688-5255
item_3407135,Instytut Oceanologii PAN,Oceanologia,00783234
item_3556798,Elsevier,Materials Today Physics,2542-5293
item_3561539,Springer-Verlag,Algorithmica,0178-4617
item_3513444,Springer,Algorithmica,0178-4617
item_3391287,SciPost Foundation,SciPost Physics,2542-4653
item_3553090,WILEY-V C H VERLAG GMBH,CHEMCATCHEM,1867-3880
item_3524426,Academic Press,Brain and Language,0093-934X
item_3558863,Royal Society of Chemistry,Faraday Discussions,1359-6640
item_3486943,Heyden & Son,NMR in Biomedicine,0952-3480
item_3373404,Wiley-Blackwell,Molecular Ecology,0962-1083
item_3520474,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3485919,ACM,Proceedings of the ACM on Programming Languages,2475-1421
item_3489863,Springer Nature,Communications Biology,2399-3642
item_3508786,Wiley-VCH,Advanced Materials,0935-9648
item_3521793,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3513442,Elsevier,Studies in History and Philosophy of Science,0039-3681
item_3550020,American Chemical Society,Journal of Chemical Information and Modeling,1549-9596
item_3529629,Nature Pub. Group,Nature Structural & Molecular Biology,1545-9993
item_3527701,Springer International Publishing,Journal of Computer-Aided Molecular Design,0920-654X
item_3573323,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3497983,New York Academy of Sciences,Annals of the New York Academy of Sciences,0077-8923
item_3513524,Public Library of Science,PLoS One,1932-6203
item_3493395,Public Library of Science,PLoS Biology,1544-9173
item_3493405,Public Library of Science,PLoS Biology,1544-9173
item_3510722,Academic Press,NeuroImage,1053-8119
item_3549433,Informa UK (Taylor & Francis),Mobilities,1745-011X
item_3555981,American Geophysical Union / Wiley,Geophysical Research Letters,0094-8276
item_3564583,American Chemical Society,Journal of Chemical Information and Modeling,1549-9596
item_3521376,Taylor & Francis,Botany Letters,1253-8078
item_3549430,American Chemical Society,ACS Nano,1936-0851
item_3495293,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3509111,Frontiers Media,Frontiers in Physics,2296-424X
item_3527289,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3549731,Wiley-VCH Verlag GmbH,Advanced Synthesis & Catalysis,1615-4150
item_3556483,IOP Publishing,Journal of Cosmology and Astroparticle Physics,1475-7516
item_3573524,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3523413,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3580379,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3527965,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3574560,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3502114,Elsevier,Chemical Geology,0009-2541
item_3556450,American Physical Society,Physical Review D,2470-0010
item_3586874,American Physical Society,Physical Review Letters,0031-9007
item_3541970,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3591554,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3517741,Public Library of Science,PLoS Genetics,1553-7390
item_3555246,Academic Press,NeuroImage,1053-8119
item_3530092,Cambridge University Press,Journal of Plasma Physics,0022-3778
item_3400418,American Physical Society,Physical Review B,1098-0121
item_3513668,Sociedade Brasileira de Física,Brazilian Journal of Physics,0103-9733
item_3549225,American Physical Society,Physical Review B,1098-0121
item_3527385,Springer Nature,Nature Electronics,2520-1131
item_3512576,Springer Nature,Ambio,0044-7447
item_3549431,American Physical Society,Physical Review B,1098-0121
item_3514349,Springer Nature,Communications Biology,2399-3642
item_3549422,Informa UK (Taylor & Francis),Science as Culture,1470-1189
item_3485923,ACM,Proceedings of the ACM on Programming Languages,2475-1421
item_3556194,American Institute of Physics,Applied Physics Reviews,1931-9401
item_3508483,Elsevier,Cell genomics,2666-979X
item_3521005,Wiley-Blackwell; American Geophysical Union (AGU),Earth's Future,2328-4277
item_3559343,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3523582,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3528982,Nature Publishing Group,Nature Communications,2041-1723
item_3548612,Nature Publishing Group,Nature Communications,2041-1723
item_3486455,Nature Publishing Group,Nature Plants,2055-0278
item_3547306,American Society for Microbiology,mSphere,2379-5042
item_3536676,MDPI,Symmetry,2073-8994
item_3558368,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3524133,Wiley-VCH,Advanced Materials,0935-9648
item_3501438,Wiley-VCH,ChemBioChem: A European Journal of Chemical Biology,1439-4227
item_3491070,IOP Pub.,Nanotechnology,0957-4484
item_3553013,Nature Publishing Group,npj Quantum Materials,2397-4648
item_3521354,Nature Publishing Group,Scientific Reports,2045-2322
item_3522358,Nature Publ. Group,Light: Science & Applications,2047-7538
item_3474076,Springer Nature,npj Computational Materials,2057-3960
item_3488672,Springer Science and Business Media LLC,Nature Communications,2041-1723
